city,country,cost_index_1,cost_index_2,cost_index_3,cost_index_4,cost_index_5,cost_index_6,cost_index_7,cost_index_8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Guarulhos,Brazil,5.27,19.16,5.36,1.53,2.87,1.48,0.91,0.57,0.83,1.44,1.15,1.97,8.69,5.16,7.24,1.27,1.1,0.83,2.26,1.13,0.81,0.62,0.4,3.54,0.9,1.61,2.3,0.96,38.32,0.84,0.68,4.79,1.26,13660.57,23757.52,33.53,0.32,19.16,18.2,28.93,5.75,373.61,6961.21,29.95,19.8,44.71,34.97,249.07,197.98,431.08,354.45,1935.09,1247.65,306.55,7.8,0
Al Basrah,Iraq,4.2,25.02,6.44,5.0,4.2,0.9,0.33,0.21,1.3,0.73,1.69,1.96,5.22,6.19,11.08,1.38,1.39,1.38,0.7,0.86,0.76,1.08,0.43,10.83,1.46,4.18,1.86,0.46,34.24,2.5,2.31,16.67,0.44,,17584.03,69.13,0.1,43.84,30.19,7.22,8.37,89.82,1075.92,29.82,19.6,44.91,39.82,315.09,218.2,653.79,405.96,850.99,545.13,684.8,8.0,0
Juarez,Mexico,5.67,25.78,5.41,1.55,2.58,2.32,0.88,0.54,1.13,1.71,1.25,1.74,5.76,5.02,9.28,2.45,1.16,0.79,1.08,1.08,1.0,0.86,0.63,11.35,0.98,1.8,3.09,0.41,12.63,1.93,0.62,7.74,1.14,20627.59,18592.68,54.75,0.09,24.07,22.86,7.74,3.35,116.03,2011.19,42.11,39.64,61.88,56.73,451.23,293.94,610.23,547.92,1315.01,704.78,421.15,10.0,0
Soweto,South Africa,7.13,28.51,3.99,1.14,2.28,1.71,1.04,0.67,0.88,0.74,1.0,0.78,3.68,3.56,3.14,1.0,1.0,1.06,1.11,1.03,1.08,0.77,0.86,3.85,0.97,1.18,2.42,,,1.71,1.71,,1.25,9979.68,11975.62,92.43,0.05,40.76,,,5.25,85.54,2737.28,31.36,18.63,45.62,68.43,296.54,353.57,456.21,484.73,,,,9.92,0
Comayaguela,Honduras,2.53,45.0,7.68,1.83,2.74,2.03,0.71,0.67,1.03,1.24,0.91,1.86,2.89,3.14,,2.06,1.24,1.03,0.91,0.99,0.95,2.06,1.03,10.31,1.24,2.06,,,,2.0,1.65,2.06,1.0,,18000.0,,,50.0,,,3.3,33.0,,49.5,,66.01,,,,,,430.56,538.2,800.0,,0
Dhanbad,India,4.3,12.28,3.07,1.72,2.21,1.35,0.39,0.16,0.61,0.25,0.57,0.93,3.19,2.7,6.75,,0.52,0.98,,,0.37,0.18,0.29,6.14,1.9,2.64,4.11,0.12,25.79,0.61,0.14,0.86,1.11,12398.56,20295.36,21.49,0.0,5.6,12.28,,3.07,38.48,1043.95,27.63,20.88,52.2,29.68,49.13,,159.66,,,,,9.18,0
Varanasi,India,3.07,8.04,3.07,1.84,3.38,1.57,0.35,0.18,0.66,0.4,0.62,1.03,2.98,2.67,2.46,1.13,0.56,0.78,0.42,0.25,0.33,0.43,0.29,6.14,1.68,3.11,4.05,0.25,3.38,0.4,0.14,1.23,1.25,14738.11,22107.17,18.42,0.01,3.38,12.28,5.73,2.7,51.34,1271.16,18.42,21.49,40.91,33.98,180.13,123.78,499.46,335.7,1165.57,637.54,552.68,8.47,0
Xiangshui,China,3.2,19.22,4.98,0.78,1.42,3.56,0.41,0.28,1.42,1.42,0.71,,11.39,7.12,9.96,0.85,,0.71,0.71,0.43,0.43,0.21,0.43,,0.71,2.14,,,,,0.28,3.56,1.16,17082.58,14235.48,,0.01,9.11,,,5.69,332.16,,40.33,35.59,78.3,49.82,,,,,,,,6.0,0
Maiduguri,Nigeria,1.35,11.26,4.95,0.68,1.13,,0.39,0.23,,1.13,,3.38,,,,,,,,,,,0.45,3.38,,,,0.11,,,,,0.38,,,,,,,,,,,,,,,562.85,168.85,1575.97,787.99,,,,,0
Hiroshima,Japan,5.96,45.42,4.84,3.35,3.72,3.28,1.09,0.79,1.41,1.47,4.92,1.82,11.09,6.93,22.46,4.09,1.85,3.87,6.34,3.31,2.01,0.89,0.98,7.45,2.48,2.23,4.09,1.34,53.53,4.47,2.98,14.89,1.2,22707.81,15765.18,89.34,0.21,32.15,22.34,7.45,13.4,482.8,10739.89,45.81,14.89,44.67,132.61,416.93,279.19,893.42,,,,,1.49,0
Srinagar,India,2.46,15.05,5.53,1.35,,1.11,0.32,0.2,0.55,0.51,0.54,0.9,3.07,3.28,5.04,0.61,1.02,1.8,0.49,0.37,0.49,0.23,0.34,8.29,1.83,3.68,4.61,0.37,9.21,,0.12,,1.3,15966.29,17194.46,26.71,0.01,8.83,12.28,6.14,3.68,51.17,810.6,25.18,30.7,46.06,42.99,116.68,70.62,225.17,122.82,1109.84,362.63,429.86,9.62,0
Bandar Lampung,Indonesia,1.62,12.96,2.92,1.94,2.59,1.07,0.37,0.18,1.12,0.91,0.75,1.5,7.11,2.75,5.19,1.73,1.04,1.56,1.09,1.58,1.81,0.62,0.44,19.12,1.6,3.78,1.65,0.62,,0.45,0.37,2.59,0.55,29395.44,30843.07,64.82,0.08,34.03,12.86,6.48,2.92,162.05,7648.65,31.6,20.53,32.38,52.15,64.82,38.89,,145.84,,,210.66,8.83,0
Amritsar,India,1.23,10.44,2.46,1.47,3.38,2.54,0.41,0.18,0.66,0.48,0.84,1.03,4.09,4.91,4.91,1.02,0.82,0.74,0.45,0.37,0.41,0.8,0.78,7.37,1.84,3.07,3.68,0.37,24.56,1.23,0.1,1.54,1.21,14738.11,18422.64,45.03,0.01,8.75,9.21,9.83,3.68,24.56,614.09,20.47,27.63,36.85,26.61,61.41,36.85,122.82,61.41,695.97,296.81,233.35,9.12,0
Aligarh,India,2.33,9.83,4.48,,,0.74,0.39,0.13,0.69,0.46,0.78,1.03,3.07,3.32,3.19,2.46,0.59,1.11,0.55,0.37,0.55,0.25,0.33,,,,4.42,0.25,,,0.12,1.23,1.12,,24563.52,32.12,0.01,11.05,6.14,,3.25,30.7,,39.92,36.85,64.48,27.63,49.13,36.85,184.23,147.38,2181.3,1136.92,221.07,6.25,0
Bhilai,India,5.53,6.14,3.68,1.54,4.3,0.76,0.33,0.16,0.67,0.57,0.74,1.05,4.59,3.03,3.07,2.46,0.7,0.78,0.37,0.31,0.45,0.28,0.39,11.67,2.95,1.84,3.07,0.18,3.68,0.61,0.32,0.61,1.28,12588.8,18422.64,25.79,0.01,7.59,27.63,3.07,1.47,39.92,1105.36,16.58,36.85,24.56,27.63,98.25,61.41,202.65,122.82,,982.54,179.31,9.0,0
Tamale,Ghana,1.79,4.29,4.11,0.43,0.36,0.45,0.33,0.17,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7142.86,,,,,,,,,461.31,461.31,56.43,,0
Gongzhuling,China,2.85,17.08,5.69,0.71,2.14,2.37,0.46,0.25,1.35,1.57,0.71,4.78,13.52,3.56,12.46,2.7,1.99,3.06,1.21,1.0,1.64,0.5,1.0,7.12,0.47,2.7,1.78,,,1.21,0.28,9.96,1.19,17082.58,14947.26,56.94,0.03,14.24,,,4.27,189.81,8185.4,85.41,30.61,92.53,92.53,,,,,,,,5.8,0
Ranchi,India,2.46,12.28,6.14,1.47,3.19,1.6,0.46,0.16,0.66,0.42,0.62,1.06,6.14,2.06,2.46,1.23,0.58,1.18,0.41,0.34,0.38,0.51,0.27,9.21,1.9,2.7,4.05,0.25,3.99,1.84,0.25,0.86,1.26,8597.23,19650.82,21.53,0.01,8.29,18.42,18.42,3.38,26.61,1842.26,30.7,49.13,55.27,27.51,143.29,90.07,335.7,178.09,396.6,330.5,294.76,10.58,0
Sao Goncalo,Brazil,3.83,18.2,5.08,1.92,2.93,1.54,0.97,0.68,0.98,1.28,2.04,1.77,6.87,3.48,7.6,1.46,0.83,0.65,1.6,0.95,0.87,0.71,0.73,6.23,1.21,2.21,1.98,0.86,25.87,2.87,0.69,11.97,1.28,22991.15,25172.77,82.24,0.29,17.15,18.35,18.24,4.41,218.2,6744.07,32.53,38.58,56.16,37.8,212.52,138.9,436.64,374.13,920.69,879.88,349.66,10.25,0
Vereeniging,South Africa,11.0,38.49,4.56,1.14,1.43,2.0,0.94,0.77,1.14,0.8,0.94,1.85,6.13,3.71,7.98,1.43,1.28,0.57,1.25,1.71,1.43,0.97,0.68,3.42,0.8,1.37,2.71,,,2.85,0.63,14.26,1.17,20415.58,15967.49,57.03,0.2,48.47,,,9.12,162.53,855.4,51.32,31.36,114.05,74.08,,,,,,,1140.54,9.75,0
San Pedro Sula,Honduras,6.0,26.4,5.97,1.61,3.0,2.73,0.81,0.73,1.13,1.57,1.47,2.4,4.9,4.28,10.44,4.41,1.97,3.45,1.91,1.94,2.11,0.68,0.83,7.58,1.48,1.62,2.41,0.71,44.08,4.0,1.04,6.0,1.15,22199.33,18104.35,105.78,0.17,74.47,41.35,29.26,4.47,159.09,4010.86,45.72,56.14,80.46,86.51,254.17,189.97,483.19,381.64,384.07,515.09,592.57,10.74,0
Gwalior,India,1.84,7.37,3.38,1.54,2.15,0.86,0.31,0.12,0.71,0.34,0.55,1.01,5.31,2.76,5.04,1.66,0.46,1.06,0.31,0.31,0.45,0.49,0.34,10.44,2.46,4.91,4.18,,,0.61,0.16,0.74,1.26,12281.76,18422.64,44.52,0.01,9.52,18.42,6.14,3.07,44.01,982.54,22.52,36.85,32.75,38.07,79.83,55.27,187.3,135.1,742.88,271.99,491.27,8.68,0
Mexicali,Mexico,8.87,32.23,5.16,1.8,3.87,2.55,0.99,0.67,1.38,1.96,1.29,2.04,5.84,4.11,7.39,2.6,1.1,0.8,0.91,1.08,1.09,0.83,0.76,7.74,1.48,2.58,3.61,0.83,23.21,2.58,1.24,6.6,1.11,11860.87,20627.59,73.44,0.03,19.34,23.72,7.74,4.13,180.49,3094.14,41.26,20.63,74.78,67.04,292.22,161.15,623.13,433.18,1624.42,464.12,586.6,12.17,0
Shubra al Khaymah,Egypt,1.22,8.14,2.65,,,1.02,0.24,0.12,0.61,,0.57,0.98,2.44,,,,,,,,,0.08,0.2,,,,1.63,0.08,,,,,0.33,,15058.22,16.28,0.02,,,,,,,,,,,,,,,142.44,101.74,,,0
Mysore,India,1.04,7.37,4.34,1.23,3.99,2.15,0.38,0.17,0.53,0.4,0.68,0.74,5.47,2.62,4.69,1.47,0.53,0.73,0.35,0.52,0.43,0.28,0.34,5.71,1.16,2.53,4.21,0.31,8.6,1.04,0.17,,1.26,9825.41,23642.39,19.35,0.02,8.3,22.52,2.84,2.76,43.8,1249.67,24.46,25.79,40.73,29.3,122.82,77.78,270.2,200.6,793.42,317.28,736.91,8.72,0
Raipur,India,1.47,8.6,4.3,1.87,3.07,1.54,0.29,0.15,0.63,0.45,0.67,0.91,5.53,3.48,7.37,1.66,0.56,0.9,0.61,0.31,0.33,0.55,0.34,12.28,2.27,3.13,4.18,0.31,3.07,0.43,0.25,0.61,1.26,24563.52,,30.7,0.01,7.86,29.78,,2.46,40.94,1310.05,25.38,24.56,31.52,24.15,138.17,104.39,287.39,169.49,793.2,462.7,532.21,7.62,0
Villahermosa,Mexico,4.64,23.85,5.16,7.48,2.32,3.09,0.93,0.64,1.22,1.88,1.44,3.06,6.19,7.48,9.54,2.17,0.77,1.03,1.08,1.24,2.32,1.03,0.98,3.87,1.29,3.87,2.78,0.52,,1.8,1.93,6.45,1.18,15470.7,18049.15,48.6,0.05,25.4,34.81,7.74,2.58,366.14,4806.23,46.41,,,,180.49,103.14,618.83,309.41,928.24,515.69,606.18,9.0,0
Quetta,Pakistan,1.34,15.65,2.68,1.34,1.68,1.42,0.22,0.19,0.57,0.34,0.83,1.17,2.73,1.81,4.25,0.75,0.4,0.69,0.53,0.23,0.23,0.21,0.32,1.56,1.31,1.56,1.12,0.11,1.68,0.56,0.36,0.54,0.72,10058.11,17583.07,71.93,0.01,26.45,7.82,8.94,2.24,35.76,1743.41,8.49,15.65,56.62,26.82,59.6,26.82,178.81,64.07,2589.55,926.26,147.52,11.0,0
Kota,India,1.11,6.14,2.09,1.84,3.5,1.09,0.37,0.12,0.68,0.44,0.74,0.9,5.31,3.07,4.3,1.9,0.47,0.68,0.53,0.37,0.37,0.32,0.33,8.6,2.05,3.44,3.38,0.31,6.14,0.61,0.18,1.23,1.32,9825.41,22516.56,27.98,0.01,9.21,8.6,2.46,2.46,36.85,614.09,29.57,29.94,43.43,28.86,61.41,30.7,171.94,147.38,734.37,,368.45,9.06,0
Asmara,Eritrea,11.4,20.0,2.67,1.0,2.0,1.06,1.56,1.57,1.45,0.5,1.87,4.8,,,10.0,4.33,1.0,1.89,1.44,1.56,1.0,0.67,1.58,,1.0,1.33,2.5,0.22,,0.67,0.67,6.67,2.17,,,30.0,0.1,,,10.0,1.0,25.0,750.0,30.0,30.0,,40.0,650.0,600.0,850.0,750.0,1038.2,1337.96,1060.0,,0
Bissau,Guinea-Bissau,2.62,15.13,2.21,1.01,2.02,2.41,1.14,1.3,1.61,0.24,0.8,2.17,,2.81,5.62,2.21,1.69,1.0,2.41,0.76,0.8,0.8,0.8,5.62,0.88,1.04,1.61,,,0.4,0.8,6.43,1.07,,,16.06,0.18,,72.29,4.02,1.61,,,88.35,56.22,80.32,104.42,346.16,191.67,329.94,439.38,1606.42,1365.46,1008.78,,0
Maseru,Lesotho,,22.95,11.48,0.86,1.15,1.43,0.69,0.29,1.01,0.76,1.43,1.27,4.15,2.85,4.85,1.2,1.37,1.71,1.48,1.45,1.28,1.16,0.95,4.28,1.1,0.74,,0.46,,0.48,,17.11,0.81,19959.37,,57.03,0.11,44.2,26.61,2.85,4.28,31.36,684.32,37.07,19.01,47.52,51.13,285.13,169.18,741.35,384.93,,,1140.54,9.5,0
Bloemfontein,South Africa,4.85,31.36,3.56,1.71,1.71,2.01,1.08,0.78,1.08,0.9,1.88,2.26,7.17,5.09,6.27,1.4,1.22,1.41,1.6,1.01,1.06,1.2,1.28,5.13,1.35,1.85,2.51,1.94,19.96,0.68,0.68,2.85,1.16,18932.89,17165.06,62.73,0.11,66.53,,5.7,3.71,125.46,855.4,46.32,23.0,112.15,108.35,168.23,228.11,465.72,524.65,2566.2,2352.35,1273.6,13.08,0
Dili,Timor-Leste,5.0,40.0,7.0,2.75,3.0,2.88,1.25,0.88,1.79,1.98,2.94,2.4,6.0,8.5,14.5,5.0,2.17,3.67,2.33,1.0,2.33,0.83,0.53,13.5,1.94,3.33,1.62,0.25,,3.0,3.0,15.0,0.98,,,112.5,0.11,82.5,64.0,11.25,6.0,333.33,18666.67,61.67,50.0,76.25,62.5,680.0,625.0,2450.0,1566.67,4666.67,4000.0,3500.0,,0
Sucre,Bolivia,2.89,10.12,7.95,1.45,2.31,2.17,0.72,0.58,1.08,1.08,0.87,0.87,3.62,1.95,5.21,1.45,1.01,2.89,1.23,1.45,1.08,0.51,1.01,4.7,1.95,2.31,2.46,0.22,23.14,0.72,0.72,2.89,1.3,14462.33,17354.79,21.69,0.12,101.24,28.92,11.57,5.78,94.01,780.97,39.77,14.46,36.16,47.0,406.98,173.55,332.63,260.32,867.74,578.49,180.78,,0
Saint-Denis,Reunion,8.17,52.69,10.54,4.21,3.16,2.77,3.03,2.24,1.05,2.63,1.35,3.71,17.12,12.96,20.37,2.46,2.37,2.45,2.28,2.46,1.58,0.87,0.84,6.32,1.9,3.69,11.85,0.8,36.88,2.74,1.8,49.32,1.88,25289.89,27660.81,108.71,,49.26,39.52,15.81,9.96,,,89.57,21.07,126.45,105.37,704.69,632.25,1053.75,843.0,3371.98,2634.36,1159.12,,0
Sri Jayewardenepura Kotte,Sri Lanka,1.08,6.78,4.34,0.95,1.08,0.99,0.27,0.21,0.91,0.41,0.56,1.15,6.07,2.54,4.72,1.8,0.6,1.75,0.63,0.81,0.66,0.68,0.34,6.78,1.09,1.3,4.34,0.08,2.44,0.27,0.2,0.46,0.78,36610.46,26847.67,40.68,0.01,16.27,8.59,2.71,2.44,14.92,903.96,26.1,8.59,48.81,62.37,77.97,33.45,267.8,89.49,,,81.36,13.5,0
Moroni,Comoros,,,,,,,,,,0.21,0.42,2.42,,2.32,5.27,6.32,0.46,0.53,1.05,1.05,2.11,1.58,0.63,7.9,,3.16,1.58,,,,,,,,,,,,32.37,,,,,,,,,,,,,,,,,0
Mbabane,Swaziland,1.03,11.48,2.34,1.03,1.03,1.03,0.8,0.68,1.32,0.59,1.28,1.26,7.43,4.46,4.95,1.5,0.55,0.54,1.35,0.8,0.83,0.4,0.63,4.51,0.83,1.68,2.09,1.14,29.94,2.87,2.87,3.42,1.26,17108.03,22867.43,92.19,0.13,54.35,27.56,5.13,3.14,128.04,3377.18,54.31,28.51,95.23,108.35,414.39,286.14,667.2,457.47,228.11,171.08,779.37,11.0,0
Sao Tome,Sao Tome And Principe,15.81,42.15,7.38,0.58,1.26,1.05,1.48,1.05,1.05,0.83,1.32,2.92,15.81,15.81,23.71,3.16,0.84,3.58,1.95,1.9,1.79,0.58,0.63,6.32,0.95,1.05,2.11,,,5.27,,21.07,1.03,,21074.9,189.67,0.08,103.27,8.78,,,115.91,,,,,,210.75,158.06,526.87,421.5,,220.3,131.72,,0
Belmopan,Belize,3.98,22.0,5.48,3.5,4.5,2.66,1.33,0.83,1.43,2.08,2.73,2.31,10.0,2.5,,,1.0,,1.5,1.84,1.5,1.24,1.12,14.5,1.88,2.5,,0.99,,2.48,2.48,,1.42,,,79.75,0.12,85.95,,,,,,26.07,22.35,62.03,62.1,349.28,257.79,723.68,490.77,500.0,,1023.05,10.0,0
Funafuti,Tuvalu,3.56,10.54,,4.0,3.58,1.04,1.79,1.35,1.39,1.15,0.83,3.48,6.08,7.94,4.35,0.87,0.96,1.08,1.63,0.56,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,115.07,93.26,152.27,106.96,542.57,468.58,3545.85,,0
San Marino,San Marino,15.81,60.09,6.85,4.21,4.58,1.3,2.07,1.05,1.11,1.4,1.16,2.42,10.01,4.21,14.3,1.58,2.1,1.84,1.58,1.05,1.49,0.79,0.56,4.21,1.58,1.67,5.27,,52.69,,2.11,,1.4,22655.52,23182.39,68.7,0.21,31.26,63.22,,7.9,266.95,5268.73,42.15,26.34,52.69,50.58,605.9,447.84,590.1,447.84,2634.36,2634.36,2595.73,3.55,0
Vatican City,Vatican City,1.05,,,1.05,1.05,1.05,1.05,1.05,1.05,1.16,,0.73,10.54,10.54,10.54,,,,,,,1.05,1.05,,1.51,1.05,,1.05,,1.05,0.65,,2.02,,,,,,,,,,,,,,,895.68,105.37,,220.76,,,2381.46,4.7,0
Bareilly,India,2.15,6.14,4.61,1.84,4.61,1.47,0.33,0.12,0.61,0.43,0.8,0.81,3.44,1.84,,,0.92,0.98,,,0.26,,0.34,,,,4.05,0.43,6.14,1.23,0.25,,1.23,,,49.13,0.01,7.37,6.14,,2.7,24.56,442.14,12.28,24.56,61.41,85.97,67.55,36.85,184.23,98.25,396.6,237.96,307.04,7.55,0
Pekanbaru,Indonesia,2.11,11.02,2.92,2.59,2.92,1.3,0.99,0.36,1.12,0.97,1.08,1.69,,2.27,9.72,2.92,1.43,0.75,0.65,0.58,0.97,,0.43,,,,2.4,0.26,25.93,0.75,0.52,1.78,0.94,19445.72,17177.05,,0.26,24.85,22.69,5.19,4.05,113.43,4537.33,29.17,34.57,61.58,41.05,356.5,121.0,388.91,291.69,,,334.9,,0
Kirkuk,Iraq,4.72,21.01,6.28,1.83,1.68,2.45,0.46,0.2,1.0,0.72,1.21,1.62,4.29,3.57,9.85,0.85,0.96,0.89,0.61,0.42,0.48,0.43,0.52,6.85,1.52,2.26,1.71,,0.0,3.0,2.0,5.02,0.35,13959.79,16831.23,88.75,0.09,27.5,28.46,11.34,7.0,89.17,1484.21,25.72,29.61,26.5,35.86,187.5,166.67,325.0,266.67,1000.0,450.0,1000.0,8.38,0
Morelia,Mexico,7.74,23.21,4.64,1.55,2.45,2.26,0.67,0.75,1.03,1.71,1.7,1.57,6.02,6.88,13.06,2.07,0.77,0.77,1.08,1.38,1.03,0.86,1.17,8.8,1.5,2.92,3.4,0.54,15.47,2.06,1.03,10.31,1.08,12247.63,21401.13,40.29,0.08,21.54,23.21,19.77,3.61,192.52,3953.62,44.86,42.95,71.55,43.81,257.84,180.49,919.65,370.27,670.4,825.1,360.98,10.0,0
Solapur,India,0.98,6.14,3.68,1.84,1.84,0.61,0.23,0.16,0.59,0.4,0.51,0.88,4.91,2.92,2.92,0.86,0.48,0.86,0.37,0.29,0.26,0.28,0.27,6.14,1.23,2.82,3.99,0.37,3.07,0.61,0.12,1.23,1.34,12281.76,19036.73,26.44,0.02,9.83,7.37,18.42,2.33,58.95,614.09,25.05,21.49,39.3,28.66,92.11,49.13,128.96,92.11,3070.44,1842.26,184.23,9.62,0
Trujillo,Peru,2.61,18.27,4.18,1.31,6.53,2.7,1.35,0.52,1.07,0.65,1.0,1.44,3.13,3.92,4.18,1.04,0.39,0.52,0.52,0.52,0.37,0.44,0.57,4.7,1.7,2.87,4.57,0.52,,0.91,1.31,1.83,1.18,,,59.39,0.13,26.11,18.93,,4.44,156.64,,26.11,18.27,65.27,45.69,221.9,234.96,382.89,352.43,992.99,730.98,272.38,11.0,0
Donetsk,Ukraine,4.49,17.82,3.54,0.82,1.3,1.09,0.49,0.31,0.81,0.5,0.93,1.12,6.16,3.26,5.39,0.51,0.89,1.08,1.15,0.38,0.41,0.85,0.42,4.08,0.78,1.14,1.9,0.27,9.72,1.36,0.22,3.26,0.83,17677.66,18098.24,45.91,0.02,4.59,42.04,,3.33,233.89,3147.01,37.9,30.17,67.56,75.88,132.34,129.62,324.06,194.44,499.58,299.75,228.93,12.62,0
Padang,Indonesia,1.39,11.02,2.59,2.59,2.92,1.3,0.39,0.23,1.1,0.75,0.91,1.09,6.81,2.27,6.16,1.3,1.43,0.97,0.65,0.58,0.65,0.19,0.39,7.13,2.59,2.59,1.65,0.26,,0.32,0.19,1.78,0.8,19445.72,17177.05,,0.26,24.85,,,4.86,113.43,4537.33,29.17,34.57,61.58,41.05,,,,,,,,,0
Hubli,India,3.07,6.14,2.46,1.23,6.14,1.84,0.23,0.18,0.59,0.4,0.51,0.95,4.91,3.01,3.19,0.86,0.66,0.86,0.37,0.31,0.27,0.31,0.27,15.35,3.07,3.32,7.37,0.36,15.35,0.92,0.37,,1.35,12281.76,24563.52,13.48,,6.14,7.37,4.3,2.46,98.25,1228.18,49.13,30.7,36.85,24.56,76.76,61.41,110.54,122.82,642.23,393.02,368.45,9.43,0
Campo Grande,Brazil,3.83,17.24,5.75,2.01,2.68,1.39,1.1,0.65,0.98,1.66,0.69,1.98,7.33,3.38,8.11,1.37,1.33,0.63,1.34,0.83,0.82,0.67,0.66,4.22,1.34,1.92,2.11,0.84,60.6,0.78,0.6,5.93,1.25,16764.38,22703.12,54.68,0.34,17.96,15.57,17.24,5.75,124.54,2241.64,43.58,24.91,81.43,50.29,255.46,162.85,453.44,220.33,574.78,344.87,252.83,9.25,0
Jalandhar,India,1.84,6.14,4.56,2.03,2.33,1.27,0.33,0.19,0.65,0.38,0.56,0.8,4.24,3.44,3.93,1.45,0.67,0.93,0.54,0.32,0.43,0.38,0.3,5.53,1.64,2.3,3.07,0.25,2.46,0.37,0.18,1.84,1.21,9211.32,20571.95,37.99,0.0,8.75,19.34,1.54,2.46,42.58,1289.58,27.94,31.63,42.17,41.27,135.1,79.83,233.35,168.87,3684.53,2456.35,442.14,7.7,0
Antipolo,Philippines,4.49,14.35,1.79,,1.08,2.42,0.54,0.22,,,0.8,1.51,,5.74,,,1.17,,,,,,,,,,3.41,0.45,,0.72,0.2,2.87,1.34,17942.05,23324.66,152.13,0.13,22.43,14.35,,5.38,199.36,5831.17,40.67,25.12,86.72,59.81,215.3,143.54,,,,,262.51,8.0,0
Saltillo,Mexico,12.89,30.94,5.67,1.5,3.87,1.8,1.17,1.1,1.03,2.03,1.64,1.82,6.29,6.71,10.04,3.96,1.3,1.61,1.22,1.66,1.16,0.77,0.76,10.26,1.06,1.93,3.09,0.67,15.47,1.29,0.36,6.45,1.12,18822.68,19252.42,38.1,0.21,26.43,30.08,6.96,3.84,321.45,4572.45,43.82,34.38,60.16,55.01,232.06,326.6,713.14,683.29,670.4,1322.05,876.67,10.33,0
Malang,Indonesia,1.3,7.45,3.11,2.48,2.59,0.89,0.49,0.25,1.19,0.97,0.75,1.37,6.15,1.88,6.27,1.04,1.13,0.84,0.65,0.71,1.38,0.45,0.36,10.21,1.94,3.07,1.94,0.32,3.89,0.58,0.32,2.75,0.79,15167.66,15005.61,43.75,0.1,23.77,16.2,4.43,2.27,68.06,6009.65,31.76,32.41,55.1,58.34,205.26,90.75,550.96,388.91,648.19,340.3,207.42,6.5,0
Ar Ramadi,Iraq,7.0,25.0,5.0,1.5,,1.5,0.25,0.1,1.0,0.62,1.9,1.88,6.0,2.4,8.7,1.0,1.0,1.0,0.6,0.5,0.5,1.0,0.7,10.0,2.0,2.0,2.0,,,2.0,2.0,7.0,0.4,30000.0,30000.0,60.0,0.2,50.0,18.0,10.0,10.0,66.67,1000.0,12.0,13.0,,20.0,200.0,100.0,400.0,200.0,700.0,200.0,,,0
Ipoh,Malaysia,2.28,22.79,3.42,4.1,5.7,1.98,0.54,0.35,1.38,0.7,1.17,1.25,9.33,3.63,6.06,2.04,1.07,2.19,1.01,0.74,0.92,0.91,0.62,13.68,2.63,2.9,3.99,0.57,16.87,0.68,0.34,6.84,0.47,33478.75,22792.02,42.45,0.06,23.13,45.58,5.32,3.42,142.07,3585.94,45.01,18.23,55.56,46.72,307.69,182.34,797.72,341.88,2207.98,1103.99,936.41,4.14,0
Teresina,Brazil,4.79,15.33,5.75,1.25,1.53,1.34,1.25,0.86,1.01,1.15,0.91,1.76,7.95,2.68,5.75,,0.76,0.48,,,0.46,,1.15,,0.96,,,0.77,,0.86,0.53,6.32,1.28,,,,,17.23,17.24,11.5,4.79,153.27,,22.99,19.16,76.45,,,57.48,,114.96,,,239.49,8.0,0
Iguacu,Brazil,2.68,12.93,6.51,1.53,3.07,1.66,1.05,0.72,0.85,1.34,0.76,1.53,5.46,3.16,9.1,1.53,1.15,1.05,1.05,1.15,1.27,0.32,0.53,5.75,1.37,3.07,2.39,0.94,36.79,1.63,0.86,,1.48,24907.08,30654.86,47.9,0.19,20.12,28.74,,5.75,287.39,5747.79,57.48,38.32,95.8,57.48,191.59,261.84,530.07,287.39,,957.96,478.98,,0
Pasig City,Philippines,3.41,17.94,3.41,0.9,2.69,2.51,0.34,0.27,1.58,1.17,0.9,1.44,5.62,4.78,6.88,2.93,1.61,2.45,0.99,1.05,1.67,1.97,0.69,6.28,1.08,1.53,1.97,0.36,8.5,0.72,0.3,2.15,1.27,25118.87,13905.09,98.4,0.12,44.84,40.82,4.49,4.84,503.37,6160.1,51.58,34.05,80.74,58.27,448.55,302.02,1794.2,807.39,2721.21,1121.38,436.59,,0
Butterworth,Malaysia,2.28,18.23,3.99,3.42,4.56,2.17,0.45,0.33,1.65,0.7,1.17,1.25,9.33,3.63,8.21,2.26,1.19,2.22,1.02,0.68,0.86,0.88,0.37,13.68,2.39,2.9,4.1,,,0.68,0.46,6.84,0.47,38746.44,22792.02,48.12,0.06,29.81,43.3,,3.42,142.07,7863.25,63.44,15.73,91.17,79.77,,,,,,,888.89,3.51,0
